Distance_(cm), Plug_flow_residence_time_(sec), Internal_surface_area_per_unit_distance_(cm), Cross-section_area_(cm2), External_surface_area_per_unit_distance_(cm), Velocity_(cm/sec), Exit_mass_flow_rate_(g/sec), Net_heat_production_from_gas-phase_reactions_(erg/cm3-sec), Surface_temperature_(K), Temperature_(K), Pressure_(dyne/cm2), Mole_fraction_NH3_(), Mole_fraction_NO_(), Mole_fraction_O2_(), Mole_fraction_N2_(), Mole_fraction_H2O_(), Mole_fraction_CO2_(), Mole_fraction_CH4_(), Mole_fraction_H2_(), Molecular_weight_(g/mole), Mass_density_(g/cm3), Mixture_enthalpy_(erg/g), Sensible_enthalpy_(erg/g), Unburned_hydrocarbons_(ppmvd), Volatile_organic_compounds_(ppmvd), Total_CO_production_rate_(g/sec), Total_NOx_production_rate_(g/sec), Molar_CO_production_rate_(mole/cm3-sec), Molar_NOx_production_rate_(mole/cm3-sec), Ppmvd_CO_(ppm), Ppmvd_NO_(ppm), Ppmvd_NOx_(ppm), Ppmvd15%O2_CO_(ppm), Ppmvd15%O2_NO_(ppm), Ppmvd15%O2_NOx_(ppm), Molar_conversion_NH3_(percent), Molar_conversion_NO_(percent), Molar_conversion_O2_(percent), Molar_conversion_N2_(percent), Molar_conversion_CO2_(percent), Net_rxn_rate_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(mole/cm3-sec), Forward_rxn_rate_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(mole/cm3-sec), Net_rxn_rate_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(mole/cm3-sec), Forward_rxn_rate_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(mole/cm3-sec), Hdot_NH3+NO+0.25O2=>N2+1.5H2O_GasRxn#1_(erg/cm3-sec), Hdot_NH3+1.25O2=>NO+1.5H2O_GasRxn#2_(erg/cm3-sec)
1.154635e+001, 1.537276e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510937e+001, 1.408085e-001, 0.000000e+000, 1.602213e+003, 1.602213e+003, 1.013250e+006, -1.190371e-006, 3.170760e-004, 5.971106e-002, 7.895326e-001, 4.517517e-004, 1.499887e-001, 5.169177e-025, -3.263105e-024, 3.064680e+001, 2.331015e-004, -4.284445e+009, 1.500239e+010, 5.171513e-019, 5.171513e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.172193e+002, 3.172193e+002, 0.000000e+000, 1.266665e+002, 1.266665e+002, 1.003968e+002, -5.854993e+001, 4.740713e-001, -1.165866e-002, 2.008718e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.199635e+001, 1.597189e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510939e+001, 1.408085e-001, 0.000000e+000, 1.602213e+003, 1.602213e+003, 1.013250e+006, -1.236550e-006, 3.170902e-004, 5.971102e-002, 7.895326e-001, 4.518209e-004, 1.499887e-001, 5.169177e-025, -3.263034e-024, 3.064680e+001, 2.331014e-004, -4.284445e+009, 1.500239e+010, 5.171513e-019, 5.171513e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.172335e+002, 3.172335e+002, 0.000000e+000, 1.266721e+002, 1.266721e+002, 1.004122e+002, -5.855702e+001, 4.741409e-001, -1.166069e-002, 2.008722e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.244635e+001, 1.657101e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510940e+001, 1.408085e-001, 0.000000e+000, 1.602213e+003, 1.602213e+003, 1.013250e+006, -1.282712e-006, 3.171043e-004, 5.971098e-002, 7.895326e-001, 4.518902e-004, 1.499887e-001, 5.169177e-025, -3.262967e-024, 3.064680e+001, 2.331013e-004, -4.284445e+009, 1.500240e+010, 5.171513e-019, 5.171513e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.172477e+002, 3.172477e+002, 0.000000e+000, 1.266778e+002, 1.266778e+002, 1.004276e+002, -5.856410e+001, 4.742104e-001, -1.166272e-002, 2.008728e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.289635e+001, 1.717014e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510942e+001, 1.408085e-001, 0.000000e+000, 1.602214e+003, 1.602214e+003, 1.013250e+006, -1.328859e-006, 3.171185e-004, 5.971093e-002, 7.895326e-001, 4.519594e-004, 1.499887e-001, 5.169176e-025, -3.262905e-024, 3.064680e+001, 2.331013e-004, -4.284445e+009, 1.500240e+010, 5.171514e-019, 5.171514e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.172619e+002, 3.172619e+002, 0.000000e+000, 1.266834e+002, 1.266834e+002, 1.004430e+002, -5.857118e+001, 4.742799e-001, -1.166474e-002, 2.008728e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.334635e+001, 1.776926e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510944e+001, 1.408085e-001, 0.000000e+000, 1.602214e+003, 1.602214e+003, 1.013250e+006, -1.374990e-006, 3.171326e-004, 5.971089e-002, 7.895326e-001, 4.520286e-004, 1.499887e-001, 5.169176e-025, -3.262847e-024, 3.064680e+001, 2.331012e-004, -4.284445e+009, 1.500241e+010, 5.171514e-019, 5.171514e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.172760e+002, 3.172760e+002, 0.000000e+000, 1.266890e+002, 1.266890e+002, 1.004584e+002, -5.857825e+001, 4.743493e-001, -1.166677e-002, 2.008736e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.379635e+001, 1.836839e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510946e+001, 1.408085e-001, 0.000000e+000, 1.602214e+003, 1.602214e+003, 1.013250e+006, -1.421104e-006, 3.171468e-004, 5.971085e-002, 7.895326e-001, 4.520977e-004, 1.499887e-001, 5.169176e-025, -3.262794e-024, 3.064680e+001, 2.331012e-004, -4.284445e+009, 1.500241e+010, 5.171514e-019, 5.171514e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.172902e+002, 3.172902e+002, 0.000000e+000, 1.266947e+002, 1.266947e+002, 1.004737e+002, -5.858533e+001, 4.744187e-001, -1.166879e-002, 2.008745e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.424635e+001, 1.896751e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510947e+001, 1.408085e-001, 0.000000e+000, 1.602215e+003, 1.602215e+003, 1.013250e+006, -1.467203e-006, 3.171609e-004, 5.971081e-002, 7.895326e-001, 4.521669e-004, 1.499887e-001, 5.169176e-025, -3.262744e-024, 3.064680e+001, 2.331011e-004, -4.284445e+009, 1.500242e+010, 5.171515e-019, 5.171515e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173044e+002, 3.173044e+002, 0.000000e+000, 1.267003e+002, 1.267003e+002, 1.004891e+002, -5.859240e+001, 4.744882e-001, -1.167082e-002, 2.008753e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.469635e+001, 1.956664e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510949e+001, 1.408085e-001, 0.000000e+000, 1.602215e+003, 1.602215e+003, 1.013250e+006, -1.513286e-006, 3.171750e-004, 5.971076e-002, 7.895326e-001, 4.522360e-004, 1.499887e-001, 5.169176e-025, -3.262700e-024, 3.064680e+001, 2.331011e-004, -4.284445e+009, 1.500242e+010, 5.171515e-019, 5.171515e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173185e+002, 3.173185e+002, 0.000000e+000, 1.267059e+002, 1.267059e+002, 1.005045e+002, -5.859947e+001, 4.745575e-001, -1.167284e-002, 2.008756e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.514635e+001, 2.016577e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510951e+001, 1.408085e-001, 0.000000e+000, 1.602215e+003, 1.602215e+003, 1.013250e+006, -1.559353e-006, 3.171891e-004, 5.971072e-002, 7.895327e-001, 4.523051e-004, 1.499887e-001, 5.169176e-025, -3.262659e-024, 3.064680e+001, 2.331010e-004, -4.284445e+009, 1.500242e+010, 5.171515e-019, 5.171515e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173327e+002, 3.173327e+002, 0.000000e+000, 1.267115e+002, 1.267115e+002, 1.005198e+002, -5.860653e+001, 4.746269e-001, -1.167486e-002, 2.008760e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.559635e+001, 2.076489e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510952e+001, 1.408085e-001, 0.000000e+000, 1.602216e+003, 1.602216e+003, 1.013250e+006, -1.605403e-006, 3.172033e-004, 5.971068e-002, 7.895327e-001, 4.523742e-004, 1.499887e-001, 5.169176e-025, -3.262623e-024, 3.064680e+001, 2.331010e-004, -4.284445e+009, 1.500243e+010, 5.171516e-019, 5.171516e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173468e+002, 3.173468e+002, 0.000000e+000, 1.267171e+002, 1.267171e+002, 1.005352e+002, -5.861359e+001, 4.746962e-001, -1.167689e-002, 2.008768e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.604635e+001, 2.136402e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510954e+001, 1.408085e-001, 0.000000e+000, 1.602216e+003, 1.602216e+003, 1.013250e+006, -1.651438e-006, 3.172174e-004, 5.971064e-002, 7.895327e-001, 4.524432e-004, 1.499887e-001, 5.169176e-025, -3.262591e-024, 3.064680e+001, 2.331009e-004, -4.284445e+009, 1.500243e+010, 5.171516e-019, 5.171516e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173610e+002, 3.173610e+002, 0.000000e+000, 1.267228e+002, 1.267228e+002, 1.005505e+002, -5.862065e+001, 4.747656e-001, -1.167891e-002, 2.008770e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.649635e+001, 2.196314e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510956e+001, 1.408085e-001, 0.000000e+000, 1.602216e+003, 1.602216e+003, 1.013250e+006, -1.697457e-006, 3.172315e-004, 5.971060e-002, 7.895327e-001, 4.525122e-004, 1.499887e-001, 5.169176e-025, -3.262563e-024, 3.064680e+001, 2.331009e-004, -4.284445e+009, 1.500244e+010, 5.171516e-019, 5.171516e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173751e+002, 3.173751e+002, 0.000000e+000, 1.267284e+002, 1.267284e+002, 1.005659e+002, -5.862771e+001, 4.748348e-001, -1.168093e-002, 2.008779e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
1.694635e+001, 2.256227e-001, 1.005310e+001, 8.042477e+000, 1.005310e+001, 7.510958e+001, 1.408085e-001, 0.000000e+000, 1.602217e+003, 1.602217e+003, 1.013250e+006, -1.743459e-006, 3.172456e-004, 5.971055e-002, 7.895327e-001, 4.525812e-004, 1.499887e-001, 5.169176e-025, -3.262539e-024, 3.064680e+001, 2.331008e-004, -4.284445e+009, 1.500244e+010, 5.171516e-019, 5.171516e-019, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, 3.173892e+002, 3.173892e+002, 0.000000e+000, 1.267340e+002, 1.267340e+002, 1.005812e+002, -5.863476e+001, 4.749041e-001, -1.168295e-002, 2.008785e-008, 0.000000e+000, 0.000000e+000, 0.000000e+000, 0.000000e+000, -0.000000e+000, -0.000000e+000
